Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Start Year,Start Month,Start Day,Start Quarter,CI_Sum
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,13.0,11.8,14.2,11.8 - 14.2,Unknown,2020,9,2,3,26.0
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,12.4,11.6,13.2,11.6 - 13.2,Unknown,2020,9,2,3,24.799999999999997
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,10.5,9.7,11.4,9.7 - 11.4,Unknown,2020,9,2,3,21.1
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,8.1,7.4,8.8,7.4 - 8.8,Unknown,2020,9,2,3,16.200000000000003
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,5.9,5.3,6.6,5.3 - 6.6,Unknown,2020,9,2,3,11.899999999999999
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,3.7,3.2,4.4,3.2 - 4.4,Unknown,2020,9,2,3,7.6000000000000005
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,3.5,2.3,5.1,2.3 - 5.1,Unknown,2020,9,2,3,7.3999999999999995
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,7.0,6.5,7.5,6.5 - 7.5,Unknown,2020,9,2,3,14.0
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,11.0,10.5,11.6,10.5 - 11.6,Unknown,2020,9,2,3,22.1
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,5.2,4.9,5.6,4.9 - 5.6,Unknown,2020,9,2,3,10.5
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,16.0,15.3,16.7,15.3 - 16.7,Unknown,2020,9,2,3,32.0
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,7.9,6.9,8.9,6.9 - 8.9,Unknown,2020,9,2,3,15.8
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,9.5,9.1,9.9,9.1 - 9.9,Unknown,2020,9,2,3,19.0
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,9.5,8.0,11.1,8.0 - 11.1,Unknown,2020,9,2,3,19.1
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,5.3,4.2,6.6,4.2 - 6.6,Unknown,2020,9,2,3,10.8
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,11.6,9.5,14.0,9.5 - 14.0,Unknown,2020,9,2,3,23.5
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,7.2,5.6,9.0,5.6 - 9.0,Unknown,2020,9,2,3,14.6
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,6.7,5.9,7.7,5.9 - 7.7,Unknown,2020,9,2,3,13.600000000000001
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,9.4,8.8,10.1,8.8 - 10.1,Unknown,2020,9,2,3,18.9
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,11.3,10.9,11.7,10.9 - 11.7,Unknown,2020,9,2,3,22.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,22.8,22.2,23.4,22.2 - 23.4,Unknown,2020,9,2,3,45.599999999999994
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,23.1,21.8,24.4,21.8 - 24.4,Unknown,2020,9,2,3,46.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,24.3,23.1,25.5,23.1 - 25.5,Unknown,2020,9,2,3,48.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,23.8,22.6,25.0,22.6 - 25.0,Unknown,2020,9,2,3,47.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,23.5,22.3,24.7,22.3 - 24.7,Unknown,2020,9,2,3,47.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,22.7,21.7,23.6,21.7 - 23.6,Unknown,2020,9,2,3,45.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,19.3,17.6,21.1,17.6 - 21.1,Unknown,2020,9,2,3,38.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,13.8,10.1,18.3,10.1 - 18.3,Unknown,2020,9,2,3,28.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,17.4,16.6,18.1,16.6 - 18.1,Unknown,2020,9,2,3,34.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,27.8,27.0,28.6,27.0 - 28.6,Unknown,2020,9,2,3,55.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,14.3,13.6,14.9,13.6 - 14.9,Unknown,2020,9,2,3,28.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,37.9,37.0,38.9,37.0 - 38.9,Unknown,2020,9,2,3,75.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,18.8,17.3,20.4,17.3 - 20.4,Unknown,2020,9,2,3,37.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,25.2,24.7,25.8,24.7 - 25.8,Unknown,2020,9,2,3,50.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,18.4,16.6,20.3,16.6 - 20.3,Unknown,2020,9,2,3,36.900000000000006
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,10.3,9.0,11.6,9.0 - 11.6,Unknown,2020,9,2,3,20.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,26.4,23.3,29.8,23.3 - 29.8,Unknown,2020,9,2,3,53.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,18.9,16.4,21.6,16.4 - 21.6,Unknown,2020,9,2,3,38.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,20.7,19.3,22.2,19.3 - 22.2,Unknown,2020,9,2,3,41.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,24.6,23.7,25.5,23.7 - 25.5,Unknown,2020,9,2,3,49.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,23.8,23.3,24.4,23.3 - 24.4,Unknown,2020,9,2,3,47.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,9.7,9.4,10.0,9.4 - 10.0,Unknown,2020,9,2,3,19.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,15.9,14.5,17.3,14.5 - 17.3,Unknown,2020,9,2,3,31.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,13.8,12.8,15.0,12.8 - 15.0,Unknown,2020,9,2,3,27.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,11.2,10.2,12.3,10.2 - 12.3,Unknown,2020,9,2,3,22.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,7.6,7.0,8.3,7.0 - 8.3,Unknown,2020,9,2,3,15.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,5.3,4.8,5.9,4.8 - 5.9,Unknown,2020,9,2,3,10.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,70 - 79 years,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,3.3,2.7,4.0,2.7 - 4.0,Unknown,2020,9,2,3,6.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,80 years and above,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,3.5,2.2,5.2,2.2 - 5.2,Unknown,2020,9,2,3,7.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Male,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,6.9,6.4,7.3,6.4 - 7.3,Unknown,2020,9,2,3,13.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Female,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,12.3,11.7,12.8,11.7 - 12.8,Unknown,2020,9,2,3,24.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,2.9,2.6,3.2,2.6 - 3.2,Unknown,2020,9,2,3,5.800000000000001
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,21.7,21.0,22.4,21.0 - 22.4,Unknown,2020,9,2,3,43.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,9.9,8.9,10.9,8.9 - 10.9,Unknown,2020,9,2,3,19.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,9.5,9.1,9.8,9.1 - 9.8,Unknown,2020,9,2,3,18.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,11.2,9.9,12.7,9.9 - 12.7,Unknown,2020,9,2,3,22.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,4.4,3.4,5.5,3.4 - 5.5,Unknown,2020,9,2,3,8.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,15.7,13.4,18.2,13.4 - 18.2,Unknown,2020,9,2,3,31.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,10.4,8.5,12.6,8.5 - 12.6,Unknown,2020,9,2,3,21.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,7.6,6.9,8.4,6.9 - 8.4,Unknown,2020,9,2,3,15.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,11.7,11.1,12.4,11.1 - 12.4,Unknown,2020,9,2,3,23.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,9.4,9.0,9.9,9.0 - 9.9,Unknown,2020,9,2,3,18.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,19.8,19.3,20.3,19.3 - 20.3,Unknown,2020,9,16,3,39.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,19.1,17.2,21.0,17.2 - 21.0,Unknown,2020,9,16,3,38.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,20.0,19.0,20.9,19.0 - 20.9,Unknown,2020,9,16,3,39.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,20.4,19.5,21.4,19.5 - 21.4,Unknown,2020,9,16,3,40.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,21.2,20.1,22.4,20.1 - 22.4,Unknown,2020,9,16,3,42.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,21.0,19.9,22.3,19.9 - 22.3,Unknown,2020,9,16,3,42.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,16.6,15.1,18.1,15.1 - 18.1,Unknown,2020,9,16,3,33.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,13.3,10.7,16.2,10.7 - 16.2,Unknown,2020,9,16,3,26.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,14.4,13.8,15.0,13.8 - 15.0,Unknown,2020,9,16,3,28.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,24.8,24.1,25.5,24.1 - 25.5,Unknown,2020,9,16,3,49.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,11.5,11.1,12.0,11.1 - 12.0,Unknown,2020,9,16,3,23.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,33.9,32.9,34.9,32.9 - 34.9,Unknown,2020,9,16,3,67.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,16.7,15.0,18.4,15.0 - 18.4,Unknown,2020,9,16,3,33.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,22.5,22.0,23.1,22.0 - 23.1,Unknown,2020,9,16,3,45.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,13.4,12.0,14.8,12.0 - 14.8,Unknown,2020,9,16,3,26.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,8.4,6.9,10.2,6.9 - 10.2,Unknown,2020,9,16,3,17.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,20.3,18.1,22.6,18.1 - 22.6,Unknown,2020,9,16,3,40.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,18.0,15.4,20.7,15.4 - 20.7,Unknown,2020,9,16,3,36.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,17.8,16.7,19.0,16.7 - 19.0,Unknown,2020,9,16,3,35.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,22.4,21.6,23.3,21.6 - 23.3,Unknown,2020,9,16,3,44.900000000000006
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,19.5,19.0,20.1,19.0 - 20.1,Unknown,2020,9,16,3,39.1
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,9.0,8.7,9.4,8.7 - 9.4,Unknown,2020,9,16,3,18.1
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,12.1,11.0,13.3,11.0 - 13.3,Unknown,2020,9,16,3,24.3
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,12.8,11.9,13.9,11.9 - 13.9,Unknown,2020,9,16,3,25.8
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,10.4,9.5,11.3,9.5 - 11.3,Unknown,2020,9,16,3,20.8
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,7.9,7.3,8.6,7.3 - 8.6,Unknown,2020,9,16,3,15.899999999999999
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,6.2,5.4,7.1,5.4 - 7.1,Unknown,2020,9,16,3,12.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,3.8,3.1,4.5,3.1 - 4.5,Unknown,2020,9,16,3,7.6
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,3.6,2.3,5.2,2.3 - 5.2,Unknown,2020,9,16,3,7.5
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,6.9,6.5,7.3,6.5 - 7.3,Unknown,2020,9,16,3,13.8
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,11.0,10.4,11.6,10.4 - 11.6,Unknown,2020,9,16,3,22.0
